62310120.1152 3229319891 1360.14914672841 1511.01640656263 
62310144.9344 3230140516 1537.97698310608 1642.49699879952 
62310170.0992 3230962069 1879.10306148701 1539.56262505002 
62310195.5968 3231782710 1379.59090987051 1511.37334933974 
62310220.4544 3232604263 1538.48342337707 1641.98839535814 
62310245.1968 3233424872 1875.93585455793 1540.19287715086 
62310270.208 3234244937 1379.2582454335 1510.71548619448 
62310295.5264 3235066986 1538.45707915273 1642.31092436975 
62310320.3712 3235887659 1874.62481776863 1539.75430172069 
62310345.4208 3236708716 1379.34139439156 1510.99279711885 
62310370.56 3237529293 1537.7716490867 1641.51660664266 
62310395.6608 3238350894 1874.31307778064 1539.72549019608 
62310420.6592 3239171423 1379.26359660406 1511.29891956783 
62310445.6832 3239992096 1538.46887916988 1642.6262505002 
62310470.6944 3240813633 1874.07543092359 1539.35134053621 
62310495.9616 3241634258 1379.38969213618 1511.38975590236 
62310520.8576 3242455811 1537.7797444473 1641.89275710284 
62310546.6752 3243276356 1874.04723437098 1539.68067226891 
62310570.9696 3244097973 1379.2627047423 1510.99159663866 
62310596.0192 3244918118 1537.47911842895 1641.59183673469 
62310621.1968 3245738631 1874.10088328617 1539.43697478992 
62310646.08 3246560280 1379.1180173227 1510.72869147659 
62310674.752 3247380825 1537.56082668725 1641.68827531012 
62310696.4608 3248202442 1873.9667609982 1539.75710284114 
62310721.3952 3249023003 1379.60799245348 1511.36014405762 
62310746.496 3249844652 1537.15633307607 1641.22328931573 
62310771.4176 3250665245 1873.94926678672 1539.62505002001 
62310796.4288 3251486766 1379.15177086013 1510.96638655462 
62310821.504 3252307343 1537.73954206329 1642.24969987995 
62310847.2832 3253127904 1874.03564016808 1539.918767507 
62310871.6288 3253949505 1379.57149472601 1511.01880752301 
62310896.7168 3255556578 1537.48844867507 1641.64665866347 
62310921.792 3256378179 1873.46965097333 1539.4905962385 
62310946.816 3257198212 1379.37610839551 1511.16366546619 
62310972.5312 3258020341 1537.26459137295 1641.24889955982 
62310996.9792 3258840822 1873.79380842123 1539.62224889956 
62311022.0032 3259662487 1379.59001800875 1511.51460584234 
62311047.0528 3260483112 1537.03984220907 1641.44617847139 
62311072.0896 3261303641 1874.01574479033 1539.79791916767 
62311097.1904 3262124778 1379.29632107023 1511.02480992397 
62311123.2512 3262946267 1537.2641111397 1641.28931572629 
62311147.264 3263767884 1873.82399451162 1539.80592236895 
62311172.3648 3264589949 1379.21646514021 1511.06802721088 
62311197.4528 3265410030 1537.29512048709 1641.70148059224 
62311222.4768 3266230671 1873.91050510248 1539.97879151661 
62311251.7248 3267052240 1379.14991853186 1510.73709483794 
62311272.7936 3267872769 1536.86812451762 1640.88635454182 
62311297.8432 3268694370 1873.50340451076 1539.58543417367 
62311322.7648 3269514947 1379.47023411371 1511.34333733493 
62311347.7376 3270336548 1537.21814595661 1641.54621848739 
62311372.8768 3271157173 1873.55767086871 1539.39055622249 
62311402.368 3271977686 1379.46776434268 1511.2569027611 
62311423.0912 3272799335 1536.64097418746 1640.61944777911 
62311448.1024 3273619816 1873.5377068862 1539.23049219688 
62311473.0752 3274441481 1379.06484864077 1510.80552220888 
62311498.1248 3275262106 1536.84411285481 1640.92797118848 
62311523.2256 3276083659 1873.73453391647 1539.84993997599 
62311552.6912 3276904300 1379.41768287454 1511.27010804322 
62311574.1952 3277725917 1536.99778749678 1641.1612645058 
62311598.3872 3278546478 1873.77466769574 1540.20208083233 
62311623.4112 3279366959 1379.22771631936 1511.41536614646 
62311648.5248 3280188112 1536.77228368064 1640.82392957183 
